Year,index_nsa,Housing_Price,"City,.State",Population,Violent.Crimes,Homicides,Rapes,Robberies
1997,114.8375,11483750,"Pittsburgh, PA",353248,2778,50,175,1543
1997,155.7566667,15575666.67,"Portland, OR",473696,7600,46,356,1948
1997,121.57,12157000,"Raleigh, NC",248591,2256,23,102,727
1997,90.25916667,9025916.667,"Sacramento, CA",383921,3717,41,161,1851
1997,120.7075,12070750,"Seattle, WA",547209,5002,49,218,2081
1997,112.099375,11209937.5,"Tampa, FL",299867,7988,35,265,2539
1997,121.325,12132500,"Tucson, AZ",485933,5116,50,291,1446
1997,116.30625,11630625,"Tulsa, OK",381639,4596,40,278,917
1997,100.8825,10088250,"Washington, DC",529000,10706,301,218,4499
1997,116.94375,11694375,"Wichita, KS",315690,2631,32,228,890
1998,124.80375,12480375,"Albuquerque, NM",422417,5563,37,219,1693
1998,127.48375,12748375,"Atlanta, GA",414262,12624,149,385,4658
1998,139.1283333,13912833.33,"Austin, TX",559758,3026,32,219,1097
1998,108.4991667,10849916.67,"Baltimore, MD",662253,16025,313,469,7687
1998,121.6208333,12162083.33,"Boston, MA",559631,7427,34,356,2334
1998,104.7625,10476250,"Buffalo, NY",308648,3485,39,197,1736
1998,129.0416667,12904166.67,"Charlotte, NC",593078,8627,65,333,2400
1998,123.528125,12352812.5,"Chicago, IL",2750917,62317,703,2387,23117
1998,130.7108333,13071083.33,"Cleveland, OH",495516,6481,81,576,3364
1998,129.1691667,12916916.67,"Columbus, OH",661227,5401,78,668,2615
1998,118.3091667,11830916.67,"Dallas, TX",1087178,15932,252,724,5878
1998,156.8916667,15689166.67,"Aurora, CO",262465,1496,28,189,477
1998,156.8916667,15689166.67,"Denver, CO",509343,2916,51,320,1064
1998,148.9858333,14898583.33,"Detroit, MI",999976,24427,430,858,8558
1998,117.9133333,11791333.33,"Arlington, TX",305948,1859,13,138,506
1998,100.34125,10034125,"Fresno, CA",404297,4254,36,175,1394
1998,85.27,8527000,"Honolulu, HI",874736,2342,17,242,1052
1998,117.6308333,11763083.33,"Houston, TX",1797157,20183,254,654,7711
1998,123.7991667,12379916.67,"Indianapolis, IN",759689,8624,143,586,2893
1998,123.5466667,12354666.67,"Jacksonville, FL",703251,8113,74,521,2051
1998,124.7425,12474250,"Memphis, TN",604242,9057,115,722,4172
1998,127.436875,12743687.5,"Miami, FL",372949,9505,86,140,3797
1998,132.275,13227500,"Milwaukee, WI",588339,5895,111,286,2970
1998,131.4108333,13141083.33,"Minneapolis, MN",362124,5524,58,458,2371
1998,136.6075,13660750,"Nashville, TN",524124,8550,97,483,2223
1998,112.7733333,11277333.33,"Newark, NJ",269205,5637,60,162,2846
1998,108.9225,10892250,"Oakland, CA",376375,7008,72,340,2651
1998,135.585,13558500,"Omaha, NE",368258,4841,28,173,948
1998,112.615,11261500,"Orlando, FL",181527,4088,25,203,1123
1998,103.1716667,10317166.67,"Philadelphia, PA",1449419,21226,338,752,11435
1998,134.656875,13465687.5,"Mesa, AZ",364588,2413,11,120,501
1998,134.656875,13465687.5,"Phoenix, AZ",1225692,10201,185,346,3764
1998,118.6766667,11867666.67,"Pittsburgh, PA",354228,3156,36,194,1578
1998,163.02,16302000,"Portland, OR",488813,6707,26,361,1639
1998,126.37125,12637125,"Raleigh, NC",256084,2116,28,104,802
1998,95.0975,9509750,"Sacramento, CA",384703,3376,31,141,1689
1998,133.2725,13327250,"Seattle, WA",538105,4475,49,242,1728
1998,117.82125,11782125,"Tampa, FL",295027,7543,40,266,2464
1998,125.58625,12558625,"Tucson, AZ",467677,4834,45,364,1485
1998,123.13875,12313875,"Tulsa, OK",386251,4370,38,267,849
1998,103.7016667,10370166.67,"Washington, DC",523000,8988,260,190,3606
1998,124.59875,12459875,"Wichita, KS",329179,2190,31,187,795
1999,125.89375,12589375,"Albuquerque, NM",420169,5255,48,220,1667
1999,137.24,13724000,"Atlanta, GA",411291,11226,143,321,4072
1999,151.3608333,15136083.33,"Austin, TX",560389,2790,21,193,1002
1999,112.98,11298000,"Baltimore, MD",650588,18677,305,374,7462
1999,136.9433333,13694333.33,"Boston, MA",557812,7263,31,337,2467
1999,105.43,10543000,"Buffalo, NY",301069,3243,32,176,1473
1999,135.0158333,13501583.33,"Charlotte, NC",604931,8138,84,262,2517
1999,130.868125,13086812.5,"Chicago, IL",2821032,51347,641,2469,20210
1999,133.3958333,13339583.33,"Cincinnati, OH",337815,2491,28,249,1209
1999,136.3325,13633250,"Cleveland, OH",497903,6051,78,506,3038
1999,134.925,13492500,"Columbus, OH",673401,5755,71,638,3026
1999,126.2283333,12622833.33,"Dallas, TX",1091386,15435,191,663,6357
1999,175.6458333,17564583.33,"Aurora, CO",255938,1454,11,182,455
1999,175.6458333,17564583.33,"Denver, CO",509624,2909,63,249,1038
1999,163.3183333,16331833.33,"Detroit, MI",975020,21976,415,790,7823
1999,124.3383333,12433833.33,"Arlington, TX",310910,1951,11,109,546
1999,102.65625,10265625,"Fresno, CA",403966,4008,26,160,1268
1999,83.9775,8397750,"Honolulu, HI",866566,2198,37,235,907
1999,127.48,12748000,"Houston, TX",1812277,21517,241,748,8350
1999,128.6341667,12863416.67,"Indianapolis, IN",759066,7714,113,424,2598
1999,131.1525,13115250,"Jacksonville, FL",702462,7265,83,459,1703
1999,130.90375,13090375,"Memphis, TN",609851,8602,118,688,3715
1999,132.525625,13252562.5,"Miami, FL",373450,7861,63,113,3076
1999,139.2141667,13921416.67,"Milwaukee, WI",580899,6061,124,272,3134
1999,144.2725,14427250,"Minneapolis, MN",355949,4943,47,451,2096
1999,142.4525,14245250,"Nashville, TN",522935,8405,68,460,1960
1999,121.5941667,12159416.67,"Newark, NJ",268348,4867,69,103,2432
1999,123.43875,12343875,"Oakland, CA",371234,5754,60,305,2190
1999,141.8925,14189250,"Omaha, NE",372364,4613,34,174,960
1999,118.8175,11881750,"Orlando, FL",183547,3922,19,169,1096
1999,106.77,10677000,"Philadelphia, PA",1435382,23031,292,934,11104
1999,143.955625,14395562.5,"Mesa, AZ",368537,2132,9,134,370
1999,143.955625,14395562.5,"Phoenix, AZ",1225881,10199,214,400,3819
1999,123.0908333,12309083.33,"Pittsburgh, PA",347072,3046,49,138,1581
1999,168.715,16871500,"Portland, OR",508984,6294,35,340,1418
1999,131.96125,13196125,"Raleigh, NC",263008,2031,16,92,739
1999,102.0075,10200750,"Sacramento, CA",410089,3084,54,143,1450
1999,145.4383333,14543833.33,"Seattle, WA",542954,4166,45,188,1642
1999,125.62125,12562125,"Tampa, FL",292941,6603,31,233,2321
1999,131.09875,13109875,"Tucson, AZ",471286,4307,36,245,1281
1999,130.33375,13033375,"Tulsa, OK",382673,4447,41,235,887
1999,109.3475,10934750,"Washington, DC",519000,8448,241,248,3344
1999,129.2725,12927250,"Wichita, KS",332286,1927,27,169,700
2000,126.175,12617500,"Albuquerque, NM",448607,5136,33,239,1547
2000,147.335,14733500,"Atlanta, GA",416474,11583,134,278,4322
2000,173.1125,17311250,"Austin, TX",656562,3098,32,379,1005
2000,119.0125,11901250,"Baltimore, MD",651154,16003,261,366,6613
2000,158.1566667,15815666.67,"Boston, MA",589141,7322,39,325,2451
2000,107.41125,10741125,"Buffalo, NY",292648,3657,39,176,1555
2000,140.53,14053000,"Charlotte, NC",625810,7516,75,308,2651
2000,141.324375,14132437.5,"Chicago, IL",2896016,48522,631,2001,19345
2000,139.7491667,13974916.67,"Cincinnati, OH",331285,2783,22,284,1404
2000,141.495,14149500,"Cleveland, OH",478403,6041,71,615,3084
2000,140.8841667,14088416.67,"Columbus, OH",711470,5998,67,578,3098
2000,135.395,13539500,"Dallas, TX",1188580,16042,231,633,7046
2000,200.5266667,20052666.67,"Aurora, CO",276393,1513,22,165,473
2000,200.5266667,20052666.67,"Denver, CO",554636,2885,32,296,1039
2000,176.4508333,17645083.33,"Detroit, MI",951270,22112,396,811,7868
2000,131.9733333,13197333.33,"Arlington, TX",332969,2157,14,96,595
2000,107.80625,10780625,"Fresno, CA",427652,3843,24,161,1304
2000,86.70875,8670875,"Honolulu, HI",876303,2302,20,240,984
2000,137.22,13722000,"Houston, TX",1953631,21491,230,813,8256
2000,133.1391667,13313916.67,"Indianapolis, IN",793778,6843,96,443,2551
2000,140.2641667,14026416.67,"Jacksonville, FL",735617,8207,79,443,2022
2000,134.0275,13402750,"Memphis, TN",650100,9616,147,574,4087
2000,142.225625,14222562.5,"Miami, FL",362470,7877,66,118,3077
2000,148.3208333,14832083.33,"Milwaukee, WI",596974,5711,122,303,3021
2000,162.7825,16278250,"Minneapolis, MN",382618,4404,50,422,1948
2000,147.2566667,14725666.67,"Nashville, TN",553168,8978,72,406,2250
2000,134.7116667,13471166.67,"Newark, NJ",273546,4092,58,95,1923
2000,150.72875,15072875,"Oakland, CA",399484,5038,80,320,1929
2000,147.3225,14732250,"Omaha, NE",390007,3164,37,189,875
2000,127.2,12720000,"Orlando, FL",185951,3926,21,141,1044
2000,112.1216667,11212166.67,"Philadelphia, PA",1517550,22812,319,1021,10425
2000,153.829375,15382937.5,"Mesa, AZ",396375,2393,15,120,433
2000,153.829375,15382937.5,"Phoenix, AZ",1321045,9754,152,422,3763
2000,128.6391667,12863916.67,"Pittsburgh, PA",341247,3267,37,128,1585
2000,173.7808333,17378083.33,"Portland, OR",529121,5698,19,369,1446
2000,136.24125,13624125,"Raleigh, NC",276093,2049,26,89,769
2000,115.2133333,11521333.33,"Sacramento, CA",407018,3117,39,147,1412
2000,157.0966667,15709666.67,"Seattle, WA",563374,4333,36,181,1653
2000,136.32,13632000,"Tampa, FL",303447,6381,38,235,2183
2000,137.52875,13752875,"Tucson, AZ",486699,4542,60,355,1444
2000,137.05375,13705375,"Tulsa, OK",393049,4411,33,242,737
2000,119.3683333,11936833.33,"Washington, DC",572059,8622,239,251,3553
2000,132.90375,13290375,"Wichita, KS",344284,2081,31,176,595
2001,130.36,13036000,"Albuquerque, NM",451098,5259,34,219,1610
2001,156.66125,15666125,"Atlanta, GA",426511,10807,143,367,4341
2001,186.9908333,18699083.33,"Austin, TX",671462,3181,26,274,1183
2001,127.7366667,12773666.67,"Baltimore, MD",660826,14799,256,296,5747
2001,180.5166667,18051666.67,"Boston, MA",591944,7361,65,361,2523
2001,112.41875,11241875,"Buffalo, NY",293187,3709,64,229,1600
2001,145.1475,14514750,"Charlotte, NC",636459,7775,66,293,2996
2001,152.71,15271000,"Chicago, IL",2910709,46608,666,1976,18433
2001,145.38,14538000,"Cincinnati, OH",331880,4007,56,323,2095
2001,146.8058333,14680583.33,"Cleveland, OH",479263,6424,77,624,3298
2001,146.7416667,14674166.67,"Columbus, OH",712748,6396,81,602,3364
2001,143.955,14395500,"Dallas, TX",1215553,17776,240,660,8330
2001,221.5458333,22154583.33,"Aurora, CO",283876,1611,17,195,472
2001,221.5458333,22154583.33,"Denver, CO",569653,3074,45,317,1250
2001,186.2925,18629250,"Detroit, MI",956283,20947,395,652,7096
2001,139.1391667,13913916.67,"Arlington, TX",340525,2129,15,145,687
2001,117.4725,11747250,"Fresno, CA",435600,4096,40,202,1362
2001,93.03375,9303375,"Honolulu, HI",885605,2453,20,293,999
2001,145.64,14564000,"Houston, TX",1997965,23419,267,945,9921
2001,137.725,13772500,"Indianapolis, IN",798251,7428,112,442,2787
2001,151.8741667,15187416.67,"Jacksonville, FL",754679,7388,75,287,2195
2001,138.21375,13821375,"Memphis, TN",655898,10906,159,489,4343
2001,158.623125,15862312.5,"Miami, FL",371863,7210,66,118,2719
2001,157.7408333,15774083.33,"Milwaukee, WI",601229,5463,127,295,2913
2001,182.8633333,18286333.33,"Minneapolis, MN",386726,4101,43,399,1943
2001,152.0816667,15208166.67,"Nashville, TN",555059,9059,61,413,2504
2001,149.0766667,14907666.67,"Newark, NJ",275823,3837,90,91,1837
2001,174.164375,17416437.5,"Oakland, CA",406908,5330,84,295,2125
2001,152.68375,15268375,"Omaha, NE",390456,2708,25,157,868
2001,137.1691667,13716916.67,"Orlando, FL",190769,3685,15,135,1086
2001,122.3725,12237250,"Philadelphia, PA",1518302,21404,309,1014,9604
2001,163.141875,16314187.5,"Mesa, AZ",410026,2516,17,106,452
2001,163.141875,16314187.5,"Phoenix, AZ",1366542,10532,209,400,4629
2001,135.605,13560500,"Pittsburgh, PA",341414,2964,55,134,1384
2001,181.925,18192500,"Portland, OR",537081,4556,21,305,1267
2001,140.995,14099500,"Raleigh, NC",280791,2187,10,91,804
2001,134.6266667,13462666.67,"Sacramento, CA",414582,3309,40,169,1440
2001,166.8658333,16686583.33,"Seattle, WA",572345,4150,25,164,1594
2001,149.504375,14950437.5,"Tampa, FL",311310,6616,34,212,2359
2001,146.76125,14676125,"Tucson, AZ",503461,4823,42,321,1698
2001,143.80875,14380875,"Tulsa, OK",394125,4547,34,256,776
2001,134.9383333,13493833.33,"Washington, DC",571822,9192,231,181,3777
2001,137.96375,13796375,"Wichita, KS",345081,2443,17,183,742
2002,134.825,13482500,"Albuquerque, NM",457488,4889,51,293,1295
2002,163.46375,16346375,"Atlanta, GA",435494,9969,152,276,4168
2002,188.2225,18822250,"Austin, TX",685784,3203,25,256,1174
2002,141.6333333,14163333.33,"Baltimore, MD",671028,13789,253,178,4714
2002,205.9333333,20593333.33,"Boston, MA",596444,6956,60,369,2533
2002,117.23625,11723625,"Buffalo, NY",295441,3757,43,185,1627
2002,147.9583333,14795833.33,"Charlotte, NC",646864,7583,67,289,2893
2002,164.929375,16492937.5,"Chicago, IL",2938299,45985,648,1963,18532
2002,150.7758333,15077583.33,"Cincinnati, OH",333273,4250,70,350,2393
2002,151.2391667,15123916.67,"Cleveland, OH",481274,6364,80,619,3263
2002,152.1658333,15216583.33,"Columbus, OH",715739,6499,81,673,3503
2002,149.0433333,14904333.33,"Dallas, TX",1241481,17018,196,656,8041
2002,230.7441667,23074416.67,"Aurora, CO",289584,1827,16,242,546
2002,230.7441667,23074416.67,"Denver, CO",581105,3104,51,321,1191
2002,192.0775,19207750,"Detroit, MI",961987,19940,402,708,6288
2002,144.5275,14452750,"Arlington, TX",347789,2202,14,152,794
2002,134.7475,13474750,"Fresno, CA",443363,3780,42,158,1479
2002,101.525,10152500,"Honolulu, HI",900433,2601,18,304,1072
2002,151.8508333,15185083.33,"Houston, TX",2040583,24958,256,892,11212
2002,141.5491667,14154916.67,"Indianapolis, IN",804034,7518,112,441,2937
2002,163.4866667,16348666.67,"Jacksonville, FL",769253,7043,90,277,2016
2002,141.14375,14114375,"Memphis, TN",662441,10416,149,517,4244
2002,181.660625,18166062.5,"Miami, FL",379044,7228,65,96,2706
2002,168.2791667,16827916.67,"Milwaukee, WI",605600,5782,111,326,3197
2002,201.0175,20101750,"Minneapolis, MN",390415,4123,47,362,1794
2002,156.1583333,15615833.33,"Nashville, TN",560596,8684,63,403,2080
2002,169.0891667,16908916.67,"Newark, NJ",279269,3193,65,88,1567
2002,191.53625,19153625,"Oakland, CA",414161,5661,108,249,2452
2002,158.24,15824000,"Omaha, NE",394090,2829,26,173,998
2002,147.6291667,14762916.67,"Orlando, FL",194454,3619,15,121,1034
2002,135.6625,13566250,"Philadelphia, PA",1524226,20057,288,1035,8869
2002,171.595,17159500,"Mesa, AZ",421547,2887,22,129,590
2002,171.595,17159500,"Phoenix, AZ",1404938,10223,177,410,4075
2002,142.2125,14221250,"Pittsburgh, PA",342529,3794,47,148,1616
2002,190.8875,19088750,"Portland, OR",544604,4512,20,354,1294
2002,143.86625,14386625,"Raleigh, NC",285383,1966,19,106,697
2002,153.3158333,15331583.33,"Sacramento, CA",421971,3547,47,185,1734
2002,174.8083333,17480833.33,"Seattle, WA",580089,4092,26,152,1576
2002,163.686875,16368687.5,"Tampa, FL",317322,6289,37,204,2334
2002,155.75,15575000,"Tucson, AZ",517607,4709,47,338,1350
2002,149.00125,14900125,"Tulsa, OK",397953,4323,26,243,901
2002,153.0166667,15301666.67,"Washington, DC",570898,9109,262,262,3731
2002,142.66375,14266375,"Wichita, KS",347801,2368,20,208,796
2003,141.03375,14103375,"Albuquerque, NM",468764,4439,51,263,1080
2003,169.050625,16905062.5,"Atlanta, GA",431043,8490,148,281,3701
2003,186.9066667,18690666.67,"Austin, TX",682319,3153,27,226,1251
2003,159.9766667,15997666.67,"Baltimore, MD",644554,11183,270,204,4339
2003,230.37,23037000,"Boston, MA",589795,7173,39,262,2759
2003,123.12125,12312125,"Buffalo, NY",288187,3924,65,206,1654
2003,151.3025,15130250,"Charlotte, NC",668003,7194,66,306,2688
2003,178.489375,17848937.5,"Chicago, IL",2898374,39483,598,1799,17302
2003,156.2966667,15629666.67,"Cincinnati, OH",324297,3656,72,319,2184
2003,156.1483333,15614833.33,"Cleveland, OH",468446,6200,73,646,3167
2003,157.6166667,15761666.67,"Columbus, OH",726151,6215,109,615,3332
2003,151.6233333,15162333.33,"Dallas, TX",1230302,16865,226,601,7963
2003,234.4408333,23444083.33,"Aurora, CO",288830,1700,18,227,572
2003,234.4408333,23444083.33,"Denver, CO",565905,3531,63,304,1421
2003,195.8441667,19584416.67,"Detroit, MI",927766,18724,366,814,5817
2003,148.1033333,14810333.33,"Arlington, TX",355385,1863,9,167,598
2003,162.60625,16260625,"Fresno, CA",449898,3505,37,164,1215
2003,113.505,11350500,"Honolulu, HI",905301,2606,15,266,989
2003,157.1158333,15711583.33,"Houston, TX",2041081,23988,278,768,10985
2003,144.08,14408000,"Indianapolis, IN",800167,7067,105,420,2828
2003,178.6375,17863750,"Jacksonville, FL",776417,6729,92,213,2344
2003,160.755,16075500,"Louisville, KY",623771,3323,50,145,1455
2003,145.235,14523500,"Memphis, TN",653858,10312,126,449,4299
2003,210.828125,21082812.5,"Miami, FL",381651,7157,74,107,2928
2003,180.9341667,18093416.67,"Milwaukee, WI",594269,5290,110,246,2868
2003,218.6608333,21866083.33,"Minneapolis, MN",378602,4517,46,384,2192
2003,161.4741667,16147416.67,"Nashville, TN",554888,8332,72,335,2197
2003,189.09,18909000,"Newark, NJ",278551,2731,81,85,1304
2003,210.396875,21039687.5,"Oakland, CA",407003,5613,109,268,2474
2003,164.285,16428500,"Omaha, NE",401692,2627,35,179,896
2003,159.8591667,15985916.67,"Orlando, FL",197268,3322,21,136,849
2003,151.51,15151000,"Philadelphia, PA",1495903,20620,348,1004,9617
2003,182.844375,18284437.5,"Mesa, AZ",436569,2346,14,116,431
2003,182.844375,18284437.5,"Phoenix, AZ",1403228,9722,241,526,3676
2003,149.4208333,14942083.33,"Pittsburgh, PA",335302,3559,67,136,1635
2003,201.7416667,20174166.67,"Portland, OR",545271,4436,27,310,1367
2003,146.53625,14653625,"Raleigh, NC",310157,2004,14,81,748
2003,177.1066667,17710666.67,"Sacramento, CA",439811,3420,43,187,1630
2003,184.2308333,18423083.33,"Seattle, WA",576296,3944,32,174,1509
2003,180.6,18060000,"Tampa, FL",320908,5733,41,222,1769
2003,168.17375,16817375,"Tucson, AZ",514618,4709,47,330,1478
2003,152.1275,15212750,"Tulsa, OK",393907,4304,61,272,891
2003,173.3716667,17337166.67,"Washington, DC",563384,8839,248,273,3836
2003,146.56375,14656375,"Wichita, KS",356123,2229,18,220,556
2004,151.6075,15160750,"Albuquerque, NM",479074,4720,41,235,1238
2004,174.5325,17453250,"Atlanta, GA",430066,7921,111,267,3116
2004,188.0616667,18806166.67,"Austin, TX",683298,3588,26,303,1406
2004,188.0708333,18807083.33,"Baltimore, MD",634279,11667,276,182,4050
2004,254.7816667,25478166.67,"Boston, MA",580087,6917,61,269,2428
2004,129.9975,12999750,"Buffalo, NY",285567,3804,51,212,1485
2004,155.5258333,15552583.33,"Charlotte, NC",661883,7275,59,312,2786
2004,194.236875,19423687.5,"Chicago, IL",2882746,36863,448,1757,15912
2004,161.03,16103000,"Cincinnati, OH",318005,3668,64,318,2409
2004,160.805,16080500,"Cleveland, OH",462260,6007,79,536,3294
2004,162.9391667,16293916.67,"Columbus, OH",729911,5939,78,598,3358
2004,154.1858333,15418583.33,"Dallas, TX",1228613,16165,248,588,7466
2004,240.93,24093000,"Aurora, CO",293655,1739,13,193,554
2004,240.93,24093000,"Denver, CO",563688,4490,87,243,1442
2004,196.6458333,19664583.33,"Detroit, MI",914353,15913,385,719,5451
2004,150.6683333,15066833.33,"Arlington, TX",360970,1893,14,200,662
2004,202.99875,20299875,"Fresno, CA",456663,3496,53,181,1232
2004,137.99625,13799625,"Honolulu, HI",906589,2507,26,222,818
2004,162.3858333,16238583.33,"Houston, TX",2043446,23427,272,908,10182
2004,147.1758333,14717583.33,"Indianapolis, IN",800589,7067,109,479,2763
2004,201.3158333,20131583.33,"Jacksonville, FL",790972,6533,104,209,2223
2004,167.7675,16776750,"Louisville, KY",624697,3280,66,216,1476
2004,149.88875,14988875,"Memphis, TN",652526,10093,107,448,3773
2004,251.888125,25188812.5,"Miami, FL",385186,6461,69,102,2367
2004,195.5133333,19551333.33,"Milwaukee, WI",590874,4637,87,176,2551
2004,236.38,23638000,"Minneapolis, MN",376255,4726,53,389,2248
2004,169.8008333,16980083.33,"Nashville, TN",555134,8615,59,395,2125
2004,213.4608333,21346083.33,"Newark, NJ",279857,2867,84,73,1345
2004,247.351875,24735187.5,"Oakland, CA",403445,5151,83,262,2190
2004,171.84875,17184875,"Omaha, NE",406109,2608,20,187,824
2004,183.0208333,18302083.33,"Orlando, FL",203764,3562,17,174,962
2004,174.5891667,17458916.67,"Philadelphia, PA",1484224,20902,330,1001,9757
2004,206.80125,20680125,"Mesa, AZ",445006,2500,22,124,421
2004,206.80125,20680125,"Phoenix, AZ",1428973,9465,202,490,3723
2004,155.54,15554000,"Pittsburgh, PA",334231,3739,46,99,1602
2004,220.9383333,22093833.33,"Portland, OR",543838,4034,29,313,1287
2004,151.37,15137000,"Raleigh, NC",321850,1867,16,99,661
2004,217.1633333,21716333.33,"Sacramento, CA",450472,4730,50,195,1914
2004,202.4166667,20241666.67,"Seattle, WA",575816,3798,24,145,1588
2004,208.93375,20893375,"Tampa, FL",324704,5178,30,181,1413
2004,189.37625,18937625,"Tucson, AZ",522487,4873,55,387,1552
2004,155.69625,15569625,"Tulsa, OK",389135,4688,48,299,1035
2004,209.2208333,20922083.33,"Washington, DC",553523,7336,198,218,3057
2004,151.1025,15110250,"Wichita, KS",356179,2887,29,241,627
2005,171.87,17187000,"Albuquerque, NM",490631,4670,53,285,1150
2005,183.1475,18314750,"Atlanta, GA",430666,7213,90,223,2861
2005,198.5441667,19854416.67,"Austin, TX",693019,3393,26,312,1182
2005,225.5125,22551250,"Baltimore, MD",641097,11248,269,162,3910
2005,272.9066667,27290666.67,"Boston, MA",567589,7479,73,268,2649
2005,136.8825,13688250,"Buffalo, NY",283269,3938,56,184,1667
2005,163.2125,16321250,"Charlotte, NC",677122,7933,85,323,3649
2005,212.995625,21299562.5,"Chicago, IL",2873441,36050,448,1695,15964
2005,166.7958333,16679583.33,"Cincinnati, OH",314292,3738,79,329,2320
2005,164.8991667,16489916.67,"Cleveland, OH",458885,6430,110,488,3744
2005,168.335,16833500,"Columbus, OH",730329,6203,103,557,3810
2005,158.9,15890000,"Dallas, TX",1230303,15429,202,562,6882
2005,248.7933333,24879333.33,"Aurora, CO",295888,1835,28,223,644
2005,248.7933333,24879333.33,"Denver, CO",564552,4446,59,316,1429
2005,196.15,19615000,"Detroit, MI",900932,21274,373,590,6826
2005,155.0916667,15509166.67,"Arlington, TX",365380,2369,24,178,768
2005,253.42875,25342875,"Fresno, CA",460758,3897,49,149,1275
2005,170.04625,17004625,"Honolulu, HI",908521,2570,15,234,841
2005,169.0383333,16903833.33,"Houston, TX",2045732,23987,334,872,11128
2005,150.965,15096500,"Indianapolis, IN",800304,7948,108,527,3274
2005,237.9958333,23799583.33,"Jacksonville, FL",795259,6600,91,189,2253
2005,175.16625,17516625,"Louisville, KY",623735,3896,55,209,1822
2005,156.3475,15634750,"Memphis, TN",678988,12637,138,401,4466
2005,315.8825,31588250,"Miami, FL",388295,6134,54,62,2019
2005,211.7216667,21172166.67,"Milwaukee, WI",586500,6027,121,158,2937
2005,252.5491667,25254916.67,"Minneapolis, MN",376277,5472,47,402,2584
2005,182.6733333,18267333.33,"Nashville, TN",557034,8982,95,344,2440
2005,243.1816667,24318166.67,"Newark, NJ",281063,2821,97,83,1250
2005,298.49625,29849625,"Oakland, CA",400619,5692,93,306,2672
2005,178.3175,17831750,"Omaha, NE",412128,2327,31,199,682
2005,235.0116667,23501166.67,"Orlando, FL",210290,3801,22,165,1204
2005,203.1333333,20313333.33,"Philadelphia, PA",1472915,21609,377,1024,10069
2005,277.990625,27799062.5,"Mesa, AZ",452340,2280,29,194,460
2005,277.990625,27799062.5,"Phoenix, AZ",1466296,10691,220,533,4237
2005,160.3933333,16039333.33,"Pittsburgh, PA",330780,3385,63,117,1617
2005,258.3475,25834750,"Portland, OR",540389,3858,20,325,1137
2005,158.9025,15890250,"Raleigh, NC",332084,2050,19,88,762
2005,262.9116667,26291166.67,"Sacramento, CA",457347,5265,52,170,2018
2005,233.7508333,23375083.33,"Seattle, WA",579215,4109,25,138,1607
2005,260.083125,26008312.5,"Tampa, FL",329035,4707,20,210,1160
2005,234.7525,23475250,"Tucson, AZ",529447,5048,55,378,1685
2005,160.925,16092500,"Tulsa, OK",386414,4995,58,303,1096
2005,259.7141667,25971416.67,"Washington, DC",550521,7716,195,165,3502
2005,155.8375,15583750,"Wichita, KS",355011,2644,12,186,496
2006,198.37125,19837125,"Albuquerque, NM",500955,4550,34,286,1171
2006,188.663125,18866312.5,"Atlanta, GA",485804,7548,110,171,2959
2006,214.6941667,21469416.67,"Austin, TX",709813,3658,20,319,1358
2006,251.1741667,25117416.67,"Baltimore, MD",637556,10816,276,138,4229
2006,270.2025,27020250,"Boston, MA",562393,7533,75,275,2698
2006,141.14625,14114625,"Buffalo, NY",280494,3957,74,174,1708
2006,175.325,17532500,"Charlotte, NC",699398,7532,83,346,3207
2006,226.356875,22635687.5,"Chicago, IL",2857796,35363,468,1587,15863
2006,169.5825,16958250,"Cincinnati, OH",309104,3777,90,296,2341
2006,163.0491667,16304916.67,"Cleveland, OH",452759,7030,77,455,4297
2006,169.825,16982500,"Columbus, OH",731547,5952,85,598,3654
2006,164.1625,16416250,"Dallas, TX",1248223,15058,187,665,6914
2006,251.505,25150500,"Aurora, CO",302855,1857,18,217,600
2006,251.505,25150500,"Denver, CO",568465,4324,51,342,1280
2006,187.5766667,18757666.67,"Detroit, MI",884462,21391,421,592,7235
2006,160.7383333,16073833.33,"Arlington, TX",373086,2728,14,192,890
2006,276.89,27689000,"Fresno, CA",465269,3524,52,133,1282
2006,189.84875,18984875,"Honolulu, HI",912693,2745,17,229,956
2006,178.6033333,17860333.33,"Houston, TX",2073729,24250,377,854,11371
2006,152.1591667,15215916.67,"Indianapolis, IN",800969,7689,140,549,3249
2006,271.9316667,27193166.67,"Jacksonville, FL",795822,6663,110,218,2304
2006,180.28625,18028625,"Louisville, KY",626018,3836,50,175,1738
2006,163.05,16305000,"Memphis, TN",680828,13557,149,434,5313
2006,373.55,37355000,"Miami, FL",392934,5931,77,101,2111
2006,219.6125,21961250,"Milwaukee, WI",581005,7802,103,220,3606
2006,257.1916667,25719166.67,"Minneapolis, MN",375302,6374,57,453,3028
2006,198.8033333,19880333.33,"Nashville, TN",560813,8565,80,320,2425
2006,258.8391667,25883916.67,"Newark, NJ",280877,2839,105,87,1288
2006,303.60125,30360125,"Oakland, CA",398834,7599,145,306,3534
2006,182.2925,18229250,"Omaha, NE",416770,2505,33,187,848
2006,276.3816667,27638166.67,"Orlando, FL",216819,4300,49,163,1528
2006,225.1625,22516250,"Philadelphia, PA",1464576,22884,407,960,10971
2006,323.07125,32307125,"Mesa, AZ",459705,2084,26,203,508
2006,323.07125,32307125,"Phoenix, AZ",1517443,11195,235,550,4363
